GFund,FFund,CFund,SFund,IFund,Date
13.5764,14.3321,15.7587,22.1088,20.3747,2011-03-23
13.5775,14.3114,15.9058,22.3134,20.5877,2011-03-24
13.5786,14.2868,15.9561,22.4782,20.4623,2011-03-25
13.582,14.2869,15.9121,22.3923,20.5225,2011-03-28
13.5831,14.262,16.028,22.5988,20.4783,2011-03-29
13.5842,14.2882,16.1368,22.8694,20.6997,2011-03-30
13.5854,14.2928,16.1072,22.9421,20.6994,2011-03-31
13.5865,14.2922,16.1875,23.0797,20.9117,2011-04-01
13.5899,14.3087,16.1952,23.1292,20.9137,2011-04-04
13.591,14.2756,16.1923,23.2133,20.8324,2011-04-05
13.5921,14.2503,16.2342,23.2156,20.9624,2011-04-06
13.5932,14.2547,16.2102,23.0965,20.896,2011-04-07
13.5944,14.2506,16.1454,22.9192,21.1794,2011-04-08
13.5977,14.2566,16.1005,22.7519,21.1847,2011-04-11
13.5989,14.3018,15.9754,22.4888,20.9142,2011-04-12
13.6,14.3255,15.9801,22.557,21.0642,2011-04-13
13.6011,14.3146,15.9817,22.6037,20.9972,2011-04-14
13.6022,14.3685,16.0447,22.7904,20.9584,2011-04-15
13.6056,14.396,15.8678,22.4535,20.5384,2011-04-18
13.6068,14.4061,15.9592,22.5392,20.6268,2011-04-19
13.6079,14.386,16.1755,22.9399,21.1752,2011-04-20
13.609,14.3848,16.2608,23.1123,21.4158,2011-04-21
13.6135,14.4133,16.2351,23.0911,21.358,2011-04-25
13.6146,14.4436,16.3808,23.3091,21.4651,2011-04-26
13.6158,14.4218,16.4861,23.461,21.7507,2011-04-27
13.6169,14.4597,16.5459,23.5252,21.8792,2011-04-28
13.6192,14.4751,16.5841,23.6175,21.9484,2011-04-29
13.6214,14.483,16.5551,23.4527,22.1057,2011-05-02
13.6225,14.5016,16.4991,23.1855,21.9545,2011-05-03
13.6236,14.5175,16.3889,22.9398,21.6409,2011-05-04
13.6246,14.5506,16.2414,22.8586,21.2475,2011-05-05
13.6257,14.5584,16.3048,22.9552,21.3366,2011-05-06
13.629,14.5724,16.3793,23.1797,21.344,2011-05-09
13.63,14.5412,16.5118,23.4688,21.4454,2011-05-10
13.6311,14.5665,16.3373,23.147,21.2665,2011-05-11
13.6322,14.5434,16.4193,23.279,21.1484,2011-05-12
13.6332,14.5666,16.2872,22.9979,20.9399,2011-05-13
13.6365,14.5954,16.1871,22.7246,21.0058,2011-05-16
13.6376,14.6159,16.1852,22.6266,20.7656,2011-05-17
13.6386,14.5835,16.3307,22.9752,20.9666,2011-05-18
13.6397,14.5856,16.3677,23.0163,21.0372,2011-05-19
13.6408,14.5967,16.2415,22.8727,20.9087,2011-05-20
13.644,14.6069,16.0483,22.4979,20.4216,2011-05-23
13.6451,14.6127,16.0351,22.4413,20.5214,2011-05-24
13.6462,14.6095,16.0872,22.6635,20.5683,2011-05-25
13.6473,14.6532,16.155,22.8922,20.7159,2011-05-26
13.6483,14.6481,16.224,23.0558,21.0095,2011-05-27
13.6527,14.6649,16.396,23.3175,21.3122,2011-05-31
13.6538,14.7155,16.024,22.6945,20.9895,2011-06-01
13.6547,14.6714,16.0055,22.6893,20.9445,2011-06-02
13.6556,14.691,15.8501,22.3852,20.9861,2011-06-03
13.6585,14.6869,15.6801,22.0237,20.9149,2011-06-06
13.6594,14.6917,15.6659,22.0886,21.0,2011-06-07
13.6603,14.7225,15.6034,21.8624,20.7727,2011-06-08
13.6613,14.6935,15.7187,21.9825,20.805,2011-06-09
13.6622,14.7055,15.4992,21.6357,20.4815,2011-06-10
13.6651,14.6957,15.5148,21.5549,20.498,2011-06-13
13.666,14.6382,15.7114,21.9503,20.7755,2011-06-14
13.6669,14.7053,15.4377,21.5903,20.1873,2011-06-15
13.6679,14.7199,15.4675,21.5797,20.0993,2011-06-16
13.6688,14.7052,15.5146,21.5994,20.2891,2011-06-17
13.6716,14.701,15.5985,21.7532,20.1978,2011-06-20
13.6726,14.6964,15.8093,22.2138,20.5398,2011-06-21
13.6735,14.7052,15.7077,22.0938,20.4525,2011-06-22
13.6745,14.7455,15.6634,22.128,20.218,2011-06-23
13.6754,14.7527,15.4798,21.9424,20.134,2011-06-24
13.6782,14.712,15.6221,22.0929,20.1498,2011-06-27
13.6792,14.652,15.8279,22.4345,20.3448,2011-06-28
13.6801,14.6348,15.961,22.5774,20.7255,2011-06-29
13.681,14.621,16.1223,22.7687,21.0651,2011-06-30
13.682,14.6042,16.3567,23.1295,21.3337,2011-07-01
13.686,14.6474,16.3356,23.1706,21.2481,2011-07-05
13.6869,14.6662,16.358,23.2604,21.1018,2011-07-06
13.6879,14.6326,16.5298,23.5565,21.2016,2011-07-07
13.6889,14.7184,16.4148,23.4219,21.0595,2011-07-08
13.6919,14.7611,16.1183,22.8811,20.5437,2011-07-11
13.6929,14.7666,16.0467,22.7836,20.3748,2011-07-12
13.6939,14.784,16.0979,22.9297,20.7176,2011-07-13
13.6948,14.7557,15.9902,22.6193,20.5607,2011-07-14
13.6958,14.7649,16.0791,22.8005,20.4887,2011-07-15
13.6988,14.7549,15.9486,22.4695,20.1436,2011-07-18
13.6998,14.7725,16.2087,22.9324,20.404,2011-07-19
13.7008,14.7532,16.2002,22.898,20.6743,2011-07-20
13.7018,14.7235,16.4212,23.1259,21.0305,2011-07-21
13.7027,14.7569,16.4362,23.1914,21.1832,2011-07-22
13.7057,14.7325,16.3436,22.9505,21.0464,2011-07-25
13.7067,14.7648,16.2763,22.808,21.2103,2011-07-26
13.7077,14.7431,15.9465,22.1756,20.7426,2011-07-27
13.7087,14.7662,15.8966,22.1033,20.7832,2011-07-28
13.7117,14.8538,15.794,22.0547,20.7281,2011-07-29
13.7126,14.8936,15.7285,21.9485,20.5275,2011-08-01
13.7135,14.9632,15.3264,21.2542,19.9491,2011-08-02
13.7143,14.9722,15.4088,21.3954,19.9659,2011-08-03
13.7152,15.0408,14.6734,20.0784,18.7084,2011-08-04
13.716,14.959,14.665,19.7337,18.8005,2011-08-05
13.7186,15.0254,13.6893,18.0443,17.5362,2011-08-08
13.7194,15.1001,14.339,19.2349,18.6996,2011-08-09
13.7203,15.1456,13.7119,18.4733,17.5403,2011-08-10
13.7211,15.0357,14.348,19.4416,18.3453,2011-08-11
13.722,15.093,14.4241,19.5344,18.5196,2011-08-12
13.7245,15.0602,14.7388,20.0883,18.9883,2011-08-15
13.7254,15.0996,14.5986,19.7618,18.8168,2011-08-16
13.7262,15.127,14.616,19.6906,18.9312,2011-08-17
13.7271,15.1564,13.9663,18.5868,18.0089,2011-08-18
13.7279,15.1467,13.7564,18.2647,17.6862,2011-08-19
13.7305,15.129,13.7598,18.2408,17.8728,2011-08-22
13.7313,15.0818,14.2311,19.0126,18.3032,2011-08-23
13.7322,15.007,14.4194,19.2735,18.3246,2011-08-24
13.733,15.0318,14.1959,18.8273,18.0298,2011-08-25
13.7339,15.0603,14.4128,19.3173,18.1965,2011-08-26
13.7364,15.0235,14.822,20.1343,18.5465,2011-08-29
13.7373,15.0871,14.8594,20.2335,18.4636,2011-08-30
13.7381,15.0695,14.9352,20.2633,18.8568,2011-08-31
13.739,15.1197,14.7589,19.8776,18.8323,2011-09-01
13.7397,15.1866,14.3862,19.2487,18.2677,2011-09-02
13.7425,15.1892,14.2801,19.1468,17.564,2011-09-06
13.7432,15.1593,14.6927,19.8968,18.1001,2011-09-07
13.7439,15.1765,14.5371,19.5898,17.7996,2011-09-08
13.7446,15.2125,14.1497,19.0417,17.2384,2011-09-09
13.7468,15.1894,14.2487,19.1575,17.058,2011-09-12
13.7475,15.1566,14.3833,19.4741,17.2243,2011-09-13
13.7482,15.1577,14.5773,19.8127,17.4224,2011-09-14
13.7489,15.1277,14.8307,20.0766,17.8429,2011-09-15
13.7496,15.1352,14.9157,20.0947,17.8024,2011-09-16
13.7517,15.2047,14.7694,19.8205,17.3639,2011-09-19
13.7524,15.1937,14.7453,19.5334,17.4556,2011-09-20
13.7531,15.2432,14.3119,18.8751,16.9752,2011-09-21
13.7538,15.3158,13.8562,18.1924,16.4106,2011-09-22
13.7545,15.2385,13.9422,18.4002,16.5938,2011-09-23
13.7566,15.178,14.2678,18.7457,16.8697,2011-09-26
13.7573,15.1212,14.4202,19.0935,17.328,2011-09-27
13.758,15.1347,14.1257,18.4284,17.0617,2011-09-28
13.7587,15.1611,14.2409,18.5973,17.4393,2011-09-29
13.7594,15.1799,13.8852,18.0889,16.8677,2011-09-30
13.7616,15.2602,13.4902,17.1969,16.3709,2011-10-03
13.7622,15.2192,13.7955,18.0049,16.6123,2011-10-04
13.7628,15.1598,14.0493,18.349,16.8677,2011-10-05
13.7634,15.1258,14.3079,18.8172,17.3497,2011-10-06
13.764,15.0854,14.1921,18.4473,17.2557,2011-10-07
13.7665,15.0662,14.684,19.2091,17.8437,2011-10-11
13.7671,15.0408,14.8299,19.4797,18.1657,2011-10-12
13.7677,15.0862,14.7873,19.4865,18.1691,2011-10-13
13.7683,15.0583,15.0443,19.8538,18.3845,2011-10-14
13.7702,15.1038,14.7533,19.2894,17.9857,2011-10-17
13.7708,15.1048,15.0549,19.7952,18.1982,2011-10-18
13.7714,15.1152,14.8667,19.4405,17.925,2011-10-19
13.772,15.1091,14.9347,19.506,17.9144,2011-10-20
13.7726,15.1018,15.2161,19.942,18.276,2011-10-21
13.7745,15.088,15.4119,20.5476,18.5524,2011-10-24
13.7751,15.166,15.1032,20.0128,18.3392,2011-10-25
13.7757,15.1308,15.2625,20.3107,18.5667,2011-10-26
13.7763,15.06,15.7869,21.198,19.5561,2011-10-27
13.7769,15.1264,15.7933,21.1507,19.4228,2011-10-28
13.7788,15.1962,15.4028,20.6384,18.4671,2011-10-31
13.7794,15.2758,14.9738,19.9608,17.9251,2011-11-01
13.78,15.2696,15.2154,20.4032,18.0703,2011-11-02
13.7807,15.2379,15.5041,20.8697,18.4636,2011-11-03
13.7813,15.2537,15.4072,20.8357,18.2563,2011-11-04
13.7833,15.2724,15.5052,20.8059,18.3334,2011-11-07
13.784,15.2285,15.6967,21.0331,18.5256,2011-11-08
13.7847,15.2619,15.1222,20.1219,17.6733,2011-11-09
13.7853,15.2151,15.2548,20.2443,17.7507,2011-11-10
13.788,15.2322,15.4057,20.4871,18.0541,2011-11-14
13.7887,15.2065,15.4823,20.6879,17.8425,2011-11-15
13.7893,15.2235,15.2293,20.3621,17.5959,2011-11-16
13.79,15.2422,14.9741,20.013,17.4266,2011-11-17
13.7906,15.2174,14.9693,20.0009,17.4752,2011-11-18
13.7926,15.23,14.6909,19.6145,16.9866,2011-11-21
13.7933,15.235,14.631,19.4919,16.9331,2011-11-22
13.794,15.2539,14.3087,18.9481,16.4899,2011-11-23
13.7953,15.2027,14.2721,18.8242,16.3707,2011-11-25
13.7973,15.2247,14.6922,19.5564,17.058,2011-11-28
13.798,15.2106,14.7304,19.5415,17.2501,2011-11-29
13.7986,15.1974,15.3702,20.5333,18.012,2011-11-30
13.7993,15.1596,15.3415,20.4256,17.8752,2011-12-01
13.8,15.2148,15.3384,20.4982,17.8944,2011-12-02
13.802,15.2299,15.4968,20.7773,18.0681,2011-12-05
13.8026,15.2115,15.5142,20.7291,17.9632,2011-12-06
13.8033,15.2582,15.5505,20.704,18.0356,2011-12-07
13.804,15.288,15.2221,20.1222,17.5775,2011-12-08
13.8046,15.2381,15.4793,20.6289,17.9474,2011-12-09
13.8066,15.2634,15.2488,20.2969,17.5424,2011-12-12
13.8073,15.2869,15.1196,19.9229,17.2226,2011-12-13
13.808,15.3178,14.9497,19.6244,17.028,2011-12-14
13.8086,15.3049,14.9997,19.7894,17.0882,2011-12-15
13.8093,15.3347,15.0478,19.9814,17.1155,2011-12-16
13.8113,15.3547,14.8718,19.6234,16.8758,2011-12-19
13.812,15.3031,15.3179,20.3395,17.3296,2011-12-20
13.8126,15.2747,15.3489,20.3954,17.2929,2011-12-21
13.8133,15.2846,15.4799,20.5728,17.4022,2011-12-22
13.8139,15.2389,15.62,20.6766,17.5038,2011-12-23
13.8166,15.2597,15.6215,20.7344,17.5521,2011-12-27
13.8173,15.3248,15.4303,20.3476,17.3217,2011-12-28
13.818,15.3345,15.5959,20.6054,17.5186,2011-12-29
13.8193,15.3516,15.5299,20.526,17.6459,2011-12-30
13.8213,15.3203,15.7708,20.7935,18.075,2012-01-03
13.8219,15.3091,15.7774,20.71,17.9909,2012-01-04
13.8224,15.3071,15.8235,20.8754,17.6979,2012-01-05
13.823,15.3314,15.7897,20.8654,17.5743,2012-01-06
13.8247,15.3415,15.8257,20.9625,17.5536,2012-01-09
13.8253,15.3425,15.9665,21.2416,17.8556,2012-01-10
13.8259,15.3784,15.9733,21.3313,17.7333,2012-01-11
13.8265,15.3722,16.0112,21.4245,17.7783,2012-01-12
13.827,15.4146,15.9324,21.2851,17.6812,2012-01-13
13.8293,15.4226,15.9885,21.3332,17.9576,2012-01-17
13.8299,15.3947,16.1686,21.6794,18.1823,2012-01-18
13.8305,15.3635,16.2491,21.8068,18.3053,2012-01-19
13.831,15.3376,16.2604,21.8139,18.3967,2012-01-20
13.8328,15.3263,16.2683,21.7955,18.5923,2012-01-23
13.8333,15.3285,16.2524,21.908,18.4497,2012-01-24
13.8339,15.3618,16.395,22.1696,18.6961,2012-01-25
13.8345,15.4137,16.3018,22.0711,18.8265,2012-01-26
13.8351,15.4309,16.2766,22.2209,18.7008,2012-01-27
13.8368,15.4638,16.2362,22.0883,18.5178,2012-01-30
13.8373,15.4872,16.2289,22.0832,18.5911,2012-01-31
13.8379,15.4667,16.3767,22.5183,18.9417,2012-02-01
13.8385,15.4789,16.3961,22.5968,18.9889,2012-02-02
13.839,15.4222,16.6372,23.035,19.2346,2012-02-03
13.8407,15.4617,16.6306,23.0103,19.1253,2012-02-06
13.8413,15.4327,16.6649,23.0162,19.2577,2012-02-07
13.8418,15.4378,16.7068,23.0514,19.3119,2012-02-08
13.8424,15.4153,16.7311,23.0538,19.3757,2012-02-09
13.8429,15.4506,16.6186,22.8015,19.0797,2012-02-10
13.8446,15.4448,16.7351,23.0569,19.2527,2012-02-13
13.8452,15.4816,16.7221,22.9932,19.0939,2012-02-14
13.8457,15.4837,16.6364,22.8863,19.2353,2012-02-15
13.8463,15.4294,16.822,23.2778,19.3454,2012-02-16
13.8468,15.4271,16.8621,23.2391,19.3778,2012-02-17
13.8491,15.413,16.8746,23.1163,19.5753,2012-02-21
13.8497,15.4421,16.8191,22.983,19.4477,2012-02-22
13.8502,15.4532,16.8943,23.2387,19.5203,2012-02-23
13.8508,15.4592,16.9246,23.2269,19.7068,2012-02-24
13.8525,15.4948,16.9508,23.2256,19.6186,2012-02-27
13.853,15.4967,17.0104,23.1821,19.6953,2012-02-28
13.8536,15.495,16.9327,22.9645,19.5465,2012-02-29
13.8542,15.4576,17.0381,23.1368,19.6956,2012-03-01
13.8548,15.4897,16.9835,22.8927,19.5819,2012-03-02
13.8566,15.4746,16.9188,22.8287,19.4902,2012-03-05
13.8572,15.4999,16.6594,22.3749,18.9886,2012-03-06
13.8579,15.4765,16.7795,22.6135,19.0108,2012-03-07
13.8585,15.4617,16.9459,22.8956,19.4337,2012-03-08
13.8591,15.4533,17.0076,23.1308,19.3855,2012-03-09
13.861,15.4619,17.0115,23.0381,19.3345,2012-03-12
13.8616,15.4217,17.3257,23.5004,19.6458,2012-03-13
13.8622,15.3337,17.3055,23.3276,19.5177,2012-03-14
13.8628,15.3458,17.409,23.5315,19.665,2012-03-15
13.8634,15.3467,17.4287,23.514,19.8555,2012-03-16
13.8653,15.3046,17.498,23.6446,19.9249,2012-03-19
13.8659,15.3065,17.4459,23.4541,19.7092,2012-03-20
13.8665,15.3557,17.414,23.4722,19.5996,2012-03-21
13.8671,15.3615,17.2897,23.2339,19.523,2012-03-22
13.8677,15.3812,17.3434,23.4149,19.5626,2012-03-23
13.8696,15.3847,17.5857,23.791,19.8367,2012-03-26
13.8702,15.4184,17.5375,23.6541,19.7764,2012-03-27
13.8708,15.4159,17.4552,23.5197,19.6268,2012-03-28
13.8714,15.4893,17.4276,23.4928,19.4354,2012-03-29
13.8727,15.4004,17.4921,23.4924,19.5714,2012-03-30
13.8739,15.4151,17.6244,23.7036,19.7854,2012-04-02
13.8746,15.3634,17.5585,23.6497,19.5165,2012-04-03
13.8753,15.3832,17.3797,23.2955,19.0609,2012-04-04
13.876,15.4141,17.3747,23.244,19.0249,2012-04-05
13.8782,15.4962,17.1779,22.9061,18.9774,2012-04-09
13.8789,15.5182,16.8856,22.3632,18.5328,2012-04-10
13.8803,15.495,17.0134,22.66,18.7449,2012-04-11
13.881,15.4914,17.2483,23.0488,18.9933,2012-04-12
13.8817,15.5249,17.0332,22.7549,18.7675,2012-04-13
13.8839,15.5403,17.0245,22.7621,18.7493,2012-04-16
13.8846,15.5215,17.2881,23.103,19.0463,2012-04-17
13.8853,15.5372,17.2182,22.9822,19.0366,2012-04-18
13.886,15.5507,17.1171,22.912,18.9626,2012-04-19
13.8867,15.5392,17.1377,22.9823,19.0811,2012-04-20
13.8889,15.5582,16.994,22.6956,18.7196,2012-04-23
13.8896,15.5438,17.0568,22.7808,18.8954,2012-04-24
13.8903,15.5359,17.293,23.1847,19.1222,2012-04-25
13.891,15.5484,17.4094,23.3721,19.1423,2012-04-26
13.8917,15.5607,17.4517,23.5202,19.2562,2012-04-27
13.8939,15.5729,17.3844,23.325,19.2061,2012-04-30
13.8946,15.5539,17.4828,23.3706,19.1629,2012-05-01
13.8952,15.5802,17.4411,23.414,19.0632,2012-05-02
13.8958,15.5875,17.3107,23.0644,19.054,2012-05-03
13.8964,15.6108,17.0316,22.6853,18.6733,2012-05-04
13.8983,15.6116,17.0382,22.7324,18.6781,2012-05-07
13.8989,15.629,16.9676,22.6714,18.454,2012-05-08
13.8995,15.6161,16.8587,22.5695,18.2975,2012-05-09
13.9001,15.6069,16.9066,22.6397,18.3912,2012-05-10
13.9007,15.6241,16.851,22.6298,18.3748,2012-05-11
13.9026,15.6447,16.6654,22.3264,18.0523,2012-05-14
13.9032,15.6439,16.573,22.2392,17.7224,2012-05-15
13.9038,15.6425,16.5057,22.0801,17.6386,2012-05-16
13.9044,15.6642,16.259,21.5106,17.3819,2012-05-17
13.905,15.6547,16.139,21.2652,17.2876,2012-05-18
13.9069,15.6442,16.3982,21.7745,17.5323,2012-05-21
13.9075,15.6059,16.4065,21.735,17.5402,2012-05-22
13.9081,15.6434,16.4349,21.859,17.2874,2012-05-23
13.9087,15.6208,16.4616,21.9053,17.2735,2012-05-24
13.9093,15.6273,16.4257,21.8972,17.2277,2012-05-25
13.9118,15.6364,16.61,22.1908,17.4147,2012-05-29
13.9125,15.6951,16.3769,21.7577,16.9697,2012-05-30
13.9131,15.7142,16.3428,21.7121,17.0157,2012-05-31
13.9137,15.76,15.9409,21.0298,16.6512,2012-06-01
13.9153,15.725,15.943,20.9525,16.7071,2012-06-04
13.9158,15.7065,16.0351,21.2278,16.7899,2012-06-05
13.9163,15.6688,16.409,21.7345,17.3347,2012-06-06
13.9168,15.6732,16.408,21.6032,17.4063,2012-06-07
13.9173,15.6758,16.5415,21.8071,17.3275,2012-06-08
13.9189,15.7083,16.3335,21.3356,17.1615,2012-06-11
13.9194,15.6749,16.5242,21.5987,17.4237,2012-06-12
13.92,15.7064,16.4142,21.3365,17.3231,2012-06-13
13.9205,15.7004,16.5921,21.5453,17.3992,2012-06-14
13.921,15.7222,16.7635,21.7709,17.6849,2012-06-15
13.9226,15.728,16.7881,21.8873,17.6566,2012-06-18
13.9231,15.7118,16.9531,22.2069,17.9171,2012-06-19
13.9236,15.7068,16.9254,22.1732,18.0606,2012-06-20
13.9241,15.7315,16.5513,21.6112,17.6135,2012-06-21
13.9246,15.7038,16.6699,21.8126,17.6518,2012-06-22
13.9262,15.7448,16.4073,21.4394,17.4322,2012-06-25
13.9267,15.731,16.4859,21.5691,17.3907,2012-06-26
13.9273,15.7369,16.6377,21.8042,17.5806,2012-06-27
13.9278,15.7577,16.6035,21.8035,17.5832,2012-06-28
13.9288,15.7214,17.0178,22.4173,18.2198,2012-06-29
13.9299,15.7755,17.0606,22.6011,18.3315,2012-07-02
13.9304,15.7519,17.1709,22.8782,18.5034,2012-07-03
13.9314,15.774,17.0907,22.8621,18.2988,2012-07-05
13.9319,15.8046,16.9357,22.5887,18.1021,2012-07-06
13.9335,15.8283,16.9082,22.5114,17.9652,2012-07-09
13.934,15.8493,16.771,22.2539,17.9978,2012-07-10
13.9345,15.857,16.7729,22.1739,17.9978,2012-07-11
13.9351,15.8688,16.6893,22.1113,17.7373,2012-07-12
13.9356,15.8637,16.965,22.4299,18.056,2012-07-13
13.9372,15.8938,16.9257,22.3198,18.0203,2012-07-16
13.9377,15.8792,17.0512,22.4335,18.1399,2012-07-17
13.9382,15.9091,17.1676,22.5689,18.151,2012-07-18
13.9387,15.9009,17.216,22.5674,18.3724,2012-07-19
13.9392,15.9318,17.0433,22.306,18.0416,2012-07-20
13.9408,15.938,16.8918,21.9999,17.5905,2012-07-23
13.9413,15.9549,16.7393,21.7145,17.499,2012-07-24
13.9418,15.9576,16.7359,21.7659,17.4612,2012-07-25
13.9423,15.9523,17.0129,22.0167,18.0545,2012-07-26
13.9428,15.8844,17.3384,22.4967,18.3864,2012-07-27
13.9444,15.928,17.3306,22.4081,18.4199,2012-07-30
13.9449,15.9389,17.2561,22.2774,18.3219,2012-07-31
13.9454,15.9153,17.2089,21.9991,18.3014,2012-08-01
13.9459,15.95,17.0813,21.8975,18.1576,2012-08-02
13.9464,15.8957,17.4085,22.3701,18.6725,2012-08-03
